phase,mean_s,p50_s,p95_s,min_s,max_s,n
encode_s,0.0600147505,0.0619237155,0.07860247994999998,0.035073823,0.081137748,4
generate_s,9.7588059925,5.1010049505,22.880048458749993,2.91242949,25.920784579,4
decode_s,0.0005921075,0.000624305,0.00069611225,0.00041354,0.00070628,4
total_s,9.8194128505,5.163552971,22.95934279394999,2.947916853,26.002628607,4
